label,precision,recall,f1,support
Anger,0.525,0.525,0.525,40
Disgust,0.6030534351145038,0.5984848484848485,0.6007604562737643,132
Enjoyment,0.7538461538461538,0.7616580310880829,0.7577319587628866,193
Fear,0.6530612244897959,0.6956521739130435,0.6736842105263158,46
Other,0.5537190082644629,0.5193798449612403,0.536,129
Sadness,0.7017543859649122,0.6896551724137931,0.6956521739130435,116
Surprise,0.5581395348837209,0.6486486486486487,0.6,37
