label,precision,recall,f1,support
Anger,0.53125,0.425,0.4722222222222222,40
Disgust,0.5973154362416108,0.6742424242424242,0.6334519572953736,132
Enjoyment,0.7626262626262627,0.7823834196891192,0.7723785166240409,193
Fear,0.7,0.6086956521739131,0.6511627906976745,46
Other,0.5434782608695652,0.5813953488372093,0.5617977528089888,129
Sadness,0.7373737373737373,0.6293103448275862,0.6790697674418604,116
Surprise,0.6486486486486487,0.6486486486486487,0.6486486486486487,37
