label,precision,recall,f1,support
Anger,0.525,0.525,0.525,40
Disgust,0.6060606060606061,0.6060606060606061,0.6060606060606061,132
Enjoyment,0.7298578199052133,0.7979274611398963,0.7623762376237624,193
Fear,0.6326530612244898,0.6739130434782609,0.6526315789473685,46
Other,0.5826086956521739,0.5193798449612403,0.5491803278688525,129
Sadness,0.7053571428571429,0.6810344827586207,0.6929824561403509,116
Surprise,0.7058823529411765,0.6486486486486487,0.676056338028169,37
