label,precision,recall,f1,support
Anger,0.5641025641025641,0.55,0.5569620253164557,40
Disgust,0.6201550387596899,0.6060606060606061,0.6130268199233716,132
Enjoyment,0.7389162561576355,0.7772020725388601,0.7575757575757576,193
Fear,0.6875,0.717391304347826,0.7021276595744681,46
Other,0.5555555555555556,0.5038759689922481,0.5284552845528455,129
Sadness,0.6587301587301587,0.7155172413793104,0.6859504132231405,116
Surprise,0.7096774193548387,0.5945945945945946,0.6470588235294118,37
