label,precision,recall,f1,support
Anger,0.47619047619047616,0.5,0.4878048780487805,40
Disgust,0.6015625,0.5833333333333334,0.5923076923076923,132
Enjoyment,0.7552083333333334,0.7512953367875648,0.7532467532467533,193
Fear,0.6363636363636364,0.7608695652173914,0.693069306930693,46
Other,0.5798319327731093,0.5348837209302325,0.5564516129032258,129
Sadness,0.656,0.7068965517241379,0.6804979253112033,116
Surprise,0.6875,0.5945945945945946,0.6376811594202898,37
