label,precision,recall,f1,support
Anger,0.4883720930232558,0.525,0.5060240963855421,40
Disgust,0.6274509803921569,0.48484848484848486,0.5470085470085471,132
Enjoyment,0.7294685990338164,0.7823834196891192,0.755,193
Fear,0.6274509803921569,0.6956521739130435,0.6597938144329897,46
Other,0.5447154471544715,0.5193798449612403,0.5317460317460317,129
Sadness,0.6423357664233577,0.7586206896551724,0.6956521739130435,116
Surprise,0.6333333333333333,0.5135135135135135,0.5671641791044776,37
