label,precision,recall,f1,support
Anger,0.4883720930232558,0.525,0.5060240963855421,40
Disgust,0.6608695652173913,0.5757575757575758,0.6153846153846154,132
Enjoyment,0.7700534759358288,0.7461139896373057,0.7578947368421053,193
Fear,0.6538461538461539,0.7391304347826086,0.6938775510204082,46
Other,0.572463768115942,0.6124031007751938,0.5917602996254682,129
Sadness,0.7131147540983607,0.75,0.7310924369747899,116
Surprise,0.6666666666666666,0.6486486486486487,0.6575342465753424,37
