label,precision,recall,f1,support
Anger,0.4772727272727273,0.525,0.5,40
Disgust,0.6416666666666667,0.5833333333333334,0.6111111111111112,132
Enjoyment,0.7638190954773869,0.7875647668393783,0.7755102040816326,193
Fear,0.6382978723404256,0.6521739130434783,0.6451612903225806,46
Other,0.5691056910569106,0.5426356589147286,0.5555555555555556,129
Sadness,0.680327868852459,0.7155172413793104,0.6974789915966386,116
Surprise,0.6052631578947368,0.6216216216216216,0.6133333333333333,37
