label,precision,recall,f1,support
Anger,0.46153846153846156,0.6,0.5217391304347826,40
Disgust,0.5614035087719298,0.48484848484848486,0.5203252032520326,132
Enjoyment,0.743455497382199,0.7357512953367875,0.7395833333333334,193
Fear,0.6226415094339622,0.717391304347826,0.6666666666666666,46
Other,0.5206611570247934,0.4883720930232558,0.504,129
Sadness,0.640625,0.7068965517241379,0.6721311475409836,116
Surprise,0.5882352941176471,0.5405405405405406,0.5633802816901409,37
