label,precision,recall,f1,support
Anger,0.43137254901960786,0.55,0.4835164835164835,40
Disgust,0.6324786324786325,0.5606060606060606,0.5943775100401606,132
Enjoyment,0.7486910994764397,0.7409326424870466,0.7447916666666666,193
Fear,0.66,0.717391304347826,0.6875,46
Other,0.5441176470588235,0.5736434108527132,0.5584905660377358,129
Sadness,0.7452830188679245,0.6810344827586207,0.7117117117117117,116
Surprise,0.5952380952380952,0.6756756756756757,0.6329113924050633,37
