label,precision,recall,f1,support
Anger,0.42105263157894735,0.4,0.41025641025641024,40
Disgust,0.5704225352112676,0.6136363636363636,0.5912408759124088,132
Enjoyment,0.7461139896373057,0.7461139896373057,0.7461139896373057,193
Fear,0.6818181818181818,0.6521739130434783,0.6666666666666666,46
Other,0.5461538461538461,0.5503875968992248,0.5482625482625483,129
Sadness,0.6851851851851852,0.6379310344827587,0.6607142857142857,116
Surprise,0.6842105263157895,0.7027027027027027,0.6933333333333334,37
