label,precision,recall,f1,support
Anger,0.475,0.475,0.475,40
Disgust,0.5909090909090909,0.5909090909090909,0.5909090909090909,132
Enjoyment,0.7401960784313726,0.7823834196891192,0.760705289672544,193
Fear,0.6904761904761905,0.6304347826086957,0.6590909090909091,46
Other,0.5862068965517241,0.5271317829457365,0.5551020408163265,129
Sadness,0.6916666666666667,0.7155172413793104,0.7033898305084746,116
Surprise,0.6153846153846154,0.6486486486486487,0.631578947368421,37
