label,precision,recall,f1,support
Anger,0.5277777777777778,0.475,0.5,40
Disgust,0.6201550387596899,0.6060606060606061,0.6130268199233716,132
Enjoyment,0.7319587628865979,0.7357512953367875,0.7338501291989664,193
Fear,0.5892857142857143,0.717391304347826,0.6470588235294118,46
Other,0.5037593984962406,0.5193798449612403,0.5114503816793893,129
Sadness,0.6842105263157895,0.6724137931034483,0.6782608695652174,116
Surprise,0.6774193548387096,0.5675675675675675,0.6176470588235294,37
