label,precision,recall,f1,support
Anger,0.4772727272727273,0.525,0.5,40
Disgust,0.6578947368421053,0.5681818181818182,0.6097560975609756,132
Enjoyment,0.6930232558139535,0.772020725388601,0.7303921568627451,193
Fear,0.6875,0.717391304347826,0.7021276595744681,46
Other,0.5338345864661654,0.5503875968992248,0.5419847328244275,129
Sadness,0.7142857142857143,0.646551724137931,0.6787330316742082,116
Surprise,0.6176470588235294,0.5675675675675675,0.5915492957746479,37
