label,precision,recall,f1,support
Anger,0.43478260869565216,0.5,0.46511627906976744,40
Disgust,0.5891472868217055,0.5757575757575758,0.5823754789272031,132
Enjoyment,0.7772020725388601,0.7772020725388601,0.7772020725388601,193
Fear,0.6538461538461539,0.7391304347826086,0.6938775510204082,46
Other,0.5573770491803278,0.5271317829457365,0.5418326693227091,129
Sadness,0.6694214876033058,0.6982758620689655,0.6835443037974683,116
Surprise,0.6333333333333333,0.5135135135135135,0.5671641791044776,37
